make,address,all,num3d,our,over,remove,internet,order,mail,receive,will,people,report,addresses,free,business,email,you,credit,your,font,num000,money,hp,hpl,george,num650,lab,labs,telnet,num857,data,num415,num85,technology,num1999,parts,pm,direct,cs,meeting,original,project,re,edu,table,conference,charSemicolon,charRoundbracket,charSquarebracket,charExclamation,charDollar,charHash,capitalAve,capitalLong,capitalTotal,type
0.00, 0.00,0.00, 0.00, 0.00,0.00,0.00, 0.00,0.00, 0.00,0.00,0.00,0.00, 0.00,0.00, 0.00,0.00,0.00, 0.00, 0.00, 0.00, 0.00,0.00, 0.00, 0.00, 0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00,0.00,0.00, 0.00,0.00,0.00, 0.00,0.00, 0.00, 0.00, 0.00,0.00, 0.00,0.000,0.000,0.000, 0.000,0.000, 0.000,   1.000,   1,    3,nonspam
0.00, 0.00,0.00, 0.00, 0.00,0.00,0.00, 0.00,0.00, 0.00,0.00,0.00,0.00, 0.00,0.00, 0.00,0.00,0.00, 0.00, 0.00, 0.00, 0.00,0.00, 0.00, 0.00, 0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00,0.00,0.00, 0.00,0.00,0.00, 0.00,0.00, 0.00, 0.00, 0.00,0.00, 0.00,0.000,0.000,0.000, 0.000,0.000, 0.000,   1.000,   1,    4,nonspam
0.00, 0.00,0.00, 0.00, 0.00,0.00,0.00, 0.00,0.00, 0.00,0.00,0.00,0.00, 0.00,0.00, 0.00,0.00,0.00, 0.00, 0.00, 0.00, 0.00,0.00, 0.00, 0.00, 0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00,0.00,0.00, 0.00,0.00,0.00, 0.00,0.00, 0.00, 0.00, 0.00,0.00, 0.00,0.000,0.000,0.000, 0.000,0.000, 0.000,   1.600,   4,    8,nonspam
0.00, 0.00,0.00, 0.00, 0.00,0.00,0.00, 0.00,0.00, 0.00,0.00,0.00,0.00, 0.00,0.00, 0.00,0.00,0.00, 0.00, 0.00, 0.00, 0.00,0.00, 0.00, 0.00, 0.00,20.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00,0.00,0.00, 0.00,0.00,0.00, 0.00,0.00, 0.00, 0.00, 0.00,0.00, 0.00,0.000,0.000,0.000, 0.000,0.000, 0.000,   1.000,   1,    5,nonspam
0.00, 0.00,0.00, 0.00, 0.00,0.00,0.00, 0.00,0.00, 0.00,0.00,0.00,0.00, 0.00,0.00, 0.00,0.00,0.00, 0.00, 0.00, 0.00, 0.00,0.00, 0.00, 0.00, 0.00,20.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00,0.00,0.00, 0.00,0.00,0.00, 0.00,0.00, 0.00, 0.00, 0.00,0.00, 0.00,0.000,0.000,0.000, 0.000,0.000, 0.000,   1.000,   1,    5,nonspam
0.00, 0.00,0.00, 0.00, 0.00,0.00,0.00, 0.00,0.00, 0.00,0.00,0.00,0.00, 0.00,0.00, 0.00,0.00,0.00, 0.00, 0.00, 0.00, 0.00,0.00, 0.00, 0.00, 0.00,20.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00,0.00,0.00, 0.00,0.00,0.00, 0.00,0.00, 0.00, 0.00, 0.00,0.00, 0.00,0.000,0.000,0.000, 0.000,0.000, 0.000,   1.000,   1,    5,nonspam
0.00, 0.00,0.00, 0.00, 0.00,0.00,0.00, 0.00,0.00, 0.00,0.00,0.00,0.00, 0.00,0.00, 0.00,0.00,0.00, 0.00, 0.00, 0.00, 0.00,0.00, 0.00, 0.00, 0.00,20.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00,0.00,0.00, 0.00,0.00,0.00, 0.00,0.00, 0.00, 0.00, 0.00,0.00, 0.00,0.000,0.000,0.000, 0.000,0.000, 0.000,   1.000,   1,    5,nonspam
0.00, 0.00,0.00, 0.00, 0.00,0.00,0.00, 0.00,0.00, 0.00,0.00,0.00,0.00, 0.00,0.00, 0.00,0.00,0.00, 0.00, 0.00, 0.00, 0.00,0.00, 0.00, 0.00,14.28,14.28,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00,0.00,0.00, 0.00,0.00,0.00, 0.00,0.00, 0.00, 0.00, 0.00,0.00, 0.00,0.000,0.000,0.000, 0.000,0.000, 0.000,   3.333,   8,   10,nonspam
0.00, 0.00,0.00, 0.00, 0.00,0.00,0.00, 0.00,0.00, 0.00,0.00,0.00,0.00, 0.00,0.00, 0.00,0.00,0.00, 0.00, 0.00, 0.00, 0.00,0.00, 0.00, 0.00,16.66, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00,0.00,0.00, 0.00,0.00,0.00, 0.00,0.00, 0.00, 0.00, 0.00,0.00, 0.00,0.000,0.000,0.000, 0.000,0.000, 0.000,   2.000,   4,    6,nonspam
0.00, 0.00,0.00, 0.00, 0.00,0.00,0.00, 0.00,0.00, 0.00,0.00,0.00,0.00, 0.00,0.00, 0.00,0.00,0.00, 0.00, 0.00, 0.00, 0.00,0.00, 0.00, 7.69, 0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,7.69,0.00,0.00, 0.00,0.00,0.00, 0.00,0.00, 0.00, 0.00, 0.00,0.00, 0.00,0.000,0.000,0.000, 0.000,0.000, 0.000,   1.000,   1,    7,nonspam
0.00, 0.00,0.00, 0.00, 0.00,0.00,0.00, 0.00,0.00, 0.00,0.00,0.00,0.00, 0.00,0.00, 0.00,0.00,0.00, 0.00, 0.00, 0.00, 0.00,0.00, 0.00, 0.00, 0.00,20.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00,0.00,0.00, 0.00,0.00,0.00, 0.00,0.00, 0.00, 0.00, 0.00,0.00, 0.00,0.000,0.000,0.000, 0.000,0.000, 0.000,   1.000,   1,    5,nonspam
0.00, 0.00,0.00, 0.00, 0.00,0.00,0.00, 0.00,0.00, 0.00,0.00,0.00,0.00, 0.00,0.00, 0.00,0.00,0.00, 0.00, 0.00, 0.00, 0.00,0.00, 0.00, 0.00, 0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00,0.00,0.00, 0.00,0.00,0.00, 0.00,0.00, 0.00, 0.00, 0.00,0.00, 0.00,0.000,0.000,0.000, 0.000,0.000, 0.000,   1.142,   2,    8,nonspam
0.00, 0.00,0.00, 0.00, 0.44,0.00,0.00, 0.00,0.00, 0.00,0.00,0.00,0.00, 0.00,0.00, 0.00,0.00,0.00, 0.00, 0.00, 0.00, 0.00,0.00, 0.00, 0.00, 0.00, 0.00,0.00, 1.34,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00,0.44,0.00, 0.00,0.00,0.00, 0.44,0.00, 0.00, 0.00, 0.00,0.00, 0.00,0.000,0.000,0.000, 0.000,0.000, 0.000,   3.901,  33,  398,nonspam
0.00, 0.00,0.00, 0.00, 0.00,0.00,0.00, 0.00,0.00, 0.00,0.00,0.00,0.00, 0.00,0.00, 0.00,0.00,0.00, 0.00, 0.00, 0.00, 0.00,0.00, 0.00, 0.00, 0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00,0.00,0.00, 0.00,0.00,0.00, 0.00,0.00, 0.00, 0.00, 0.00,0.00, 0.00,0.000,0.000,0.000, 0.000,0.000, 0.000,   1.000,   1,    3,nonspam
0.00, 0.00,0.00, 0.00, 0.00,0.00,0.00, 0.00,0.00, 0.00,0.00,0.00,0.00, 0.00,0.00, 0.00,0.00,0.00, 0.00, 0.00, 0.00, 0.00,0.00, 0.00, 0.00, 0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00,0.00,0.00, 0.00,0.00,0.00, 0.00,0.00, 0.00, 0.00, 0.00,0.00, 0.00,0.000,2.941,0.000, 0.000,0.000, 0.000,   1.000,   1,    4,nonspam
0.00, 0.00,0.00, 0.00, 0.00,0.00,0.00, 0.00,0.00, 0.00,0.00,0.00,0.00, 0.00,0.00, 0.00,0.00,0.00, 0.00, 0.00, 0.00, 0.00,0.00, 0.00, 0.00, 0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00,0.00,0.00, 0.00,0.00,0.00, 0.00,0.00, 0.00, 0.00, 0.00,0.00, 0.00,0.000,0.000,0.000, 0.000,0.000, 0.000,   1.000,   1,    3,nonspam
0.00, 0.00,0.00, 0.00, 0.00,0.00,0.00, 0.00,0.00, 0.00,0.00,0.00,0.00, 0.00,0.00, 0.00,0.00,0.00, 0.00, 0.00, 0.00, 0.00,0.00, 0.00, 0.00, 0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00,0.00,0.00, 0.00,0.00,0.00, 0.00,0.00, 0.00, 0.00, 0.00,0.00, 0.00,0.000,0.000,0.000, 0.000,0.000, 0.000,   1.000,   1,    3,nonspam
0.00, 0.00,0.00, 0.00, 0.00,0.00,0.00, 0.00,0.00, 0.00,0.00,0.00,0.00, 0.00,0.00, 0.00,0.00,0.00, 0.00, 0.00, 0.00, 0.00,0.00, 0.00, 0.00, 0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00,0.00,0.00, 0.00,0.00,0.00, 0.00,0.00, 0.00, 0.00, 0.00,0.00, 0.00,0.000,0.000,0.000, 0.000,0.000, 0.000,   1.000,   1,    4,nonspam
0.00, 0.00,0.00, 0.00, 0.00,0.00,0.00, 0.00,0.00, 0.00,0.00,0.00,0.00, 0.00,0.00, 0.00,0.00,0.00, 0.00, 0.00, 0.00, 0.00,0.00, 0.00, 0.00, 0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00,0.00,0.00, 0.00,0.00,0.00, 0.00,0.00, 0.00, 0.00, 0.00,0.00, 0.00,0.000,0.000,0.000, 0.000,0.000, 0.000,   1.000,   1,    3,nonspam
0.00, 0.00,0.00, 0.00, 0.00,0.00,0.00, 0.00,0.00, 0.00,0.00,0.00,0.00, 0.00,0.00, 0.00,0.00,0.00, 0.00, 0.00, 0.00, 0.00,0.00, 0.00, 0.00, 0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00,0.00,0.00, 0.00,0.00,0.00, 0.00,0.00, 0.00, 0.00, 0.00,0.00, 0.00,0.000,0.000,0.000, 0.000,0.000, 0.000,   1.000,   1,    3,nonspam
0.00, 0.00,0.00, 0.00, 0.00,0.00,0.00, 0.00,0.00, 0.00,0.00,0.00,0.00, 0.00,0.00, 0.00,0.00,0.00, 0.00, 0.00, 0.00, 0.00,0.00, 0.00, 0.00, 0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00,0.00,0.00, 0.00,0.00,0.00, 0.00,0.00, 0.00, 0.00, 0.00,0.00, 0.00,0.000,0.000,0.000, 0.000,0.000, 0.000,   1.000,   1,    4,nonspam
0.00, 0.00,0.00, 0.00, 0.00,0.00,0.00, 0.00,0.00, 0.00,0.00,0.00,0.00, 0.00,0.00, 0.00,0.00,0.00, 0.00, 0.00, 0.00, 0.00,0.00, 0.00, 0.00, 0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00,0.00,0.00, 0.00,0.00,0.00, 0.00,0.00, 0.00, 0.00, 0.00,0.00, 0.00,0.000,0.000,0.000, 0.000,0.000, 0.000,   1.000,   1,    3,nonspam
0.00, 0.00,0.00, 0.00, 0.00,0.00,0.00, 0.00,0.00, 0.00,0.00,0.00,0.00, 0.00,0.00, 0.00,0.00,0.00, 0.00, 0.00, 0.00, 0.00,0.00, 0.00, 0.00, 0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00,0.00,0.00, 0.00,0.00,0.00, 0.00,0.00, 0.00, 0.00, 0.00,0.00, 0.00,0.000,0.000,0.000, 0.000,0.000, 0.000,   1.000,   1,    3,nonspam
0.00, 0.00,0.00, 0.00, 0.00,0.00,0.00, 0.00,0.00, 0.00,0.00,0.00,0.00, 0.00,0.00, 0.00,0.00,0.00, 0.00, 0.00, 0.00, 0.00,0.00, 0.00, 0.00, 0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00,0.00,0.00, 0.00,0.00,0.00, 0.00,0.00, 0.00, 0.00, 0.00,0.00, 0.00,0.000,0.000,0.000, 0.000,0.000, 0.000,   1.000,   1,    3,nonspam
0.00, 0.00,0.00, 0.00, 0.00,0.00,0.00, 0.00,0.00, 0.00,0.00,0.00,0.00, 0.00,0.00, 0.00,0.00,0.00, 0.00, 0.00, 0.00, 0.00,0.00, 0.00, 0.00, 0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00,0.00,0.00, 0.00,0.00,0.00, 0.00,0.00, 0.00, 0.00, 0.00,0.00, 0.00,0.000,0.000,0.000, 0.000,0.000, 0.000,   2.000,   4,    6,nonspam
0.00, 0.00,0.00, 0.00, 0.00,0.00,0.00, 0.00,0.00, 0.00,0.00,5.26,0.00, 0.00,0.00, 0.00,0.00,0.00, 0.00, 0.00, 0.00, 0.00,0.00, 0.00, 2.63, 2.63, 0.00,0.00, 5.26,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00,0.00,0.00, 0.00,0.00,0.00, 7.89,0.00, 0.00, 0.00, 0.00,0.00, 0.00,0.000,0.000,0.000, 0.000,0.000, 0.000,   1.400,   3,   14,nonspam
0.00, 0.15,0.00, 0.00, 0.15,0.00,0.00, 0.00,0.15, 0.15,0.30,0.46,0.00, 0.00,0.00, 0.00,0.00,0.15, 0.30, 0.00, 1.07, 0.00,0.00, 0.00, 0.00, 0.00, 0.00,0.00, 0.00,0.15, 0.00,0.00, 0.61,0.00, 0.00,0.15,1.22,0.00, 0.00,0.00,0.00, 0.00,0.00, 0.00, 0.00, 0.61,0.00, 0.15,0.019,0.137,0.000, 0.000,0.000, 0.000,   2.276,  20,  485,nonspam
0.36, 0.36,0.00, 0.00, 1.80,0.00,0.00, 0.00,0.00, 0.00,0.00,1.44,0.00, 0.00,0.00, 0.00,0.72,0.00, 0.36, 0.00, 1.08, 0.00,0.00, 0.00, 1.80, 0.00, 0.00,0.00, 0.72,0.36, 0.00,0.00, 0.00,0.00, 0.00,0.00,0.36,0.00, 0.00,0.00,0.00, 0.00,0.00, 0.00, 0.00, 0.00,0.00, 0.00,0.000,0.000,0.000, 0.000,0.000, 0.000,   1.636,  12,   54,nonspam
0.00, 0.00,0.00, 0.00, 0.00,0.00,0.00, 0.00,0.00, 0.00,0.00,0.00,0.00, 0.00,0.00, 0.00,0.00,0.00, 0.00, 0.00, 0.00, 0.00,0.00, 0.00,12.88, 0.00, 0.00,0.00, 0.00,0.28, 0.00,0.00, 0.28,0.00, 0.00,0.00,0.14,0.00, 0.28,0.00,0.00, 0.00,0.00, 0.00, 0.00, 0.00,0.00, 0.00,0.000,0.000,0.000, 0.037,0.000, 0.000,  12.430,  30, 2051,nonspam
0.00, 0.00,0.00, 0.00, 2.02,0.00,0.00, 0.00,0.00, 0.00,0.00,0.00,1.01, 0.00,0.00, 0.00,0.00,0.00, 1.01, 0.00, 0.00, 0.00,0.00, 0.00, 0.00, 0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00,0.00,0.00, 0.00,0.00,0.00, 0.00,0.00, 2.02, 0.00, 0.00,0.00, 0.00,0.166,0.166,0.166, 0.000,0.000, 0.000,   1.428,   6,   40,nonspam
0.00, 0.00,0.00, 0.00, 0.30,0.00,0.00, 0.00,0.00, 0.00,0.00,0.76,0.00, 0.00,0.00, 0.00,0.00,0.00, 0.15, 0.00, 0.00, 0.00,0.00, 0.00, 0.30, 0.15, 0.00,0.00, 0.60,0.00, 0.00,0.00, 0.00,0.00, 0.00,1.21,0.15,0.00, 0.00,0.00,0.00, 0.00,0.00, 0.00, 0.00, 0.15,0.00, 0.00,0.000,0.022,0.000, 0.000,0.000, 0.000,   1.590,  37,  272,nonspam
0.00, 0.00,0.00, 0.00, 0.00,0.00,0.00, 0.00,0.00, 1.08,0.00,1.08,0.00, 0.00,0.00, 0.00,0.00,0.00, 2.17, 0.00, 2.17, 0.00,0.00, 0.00, 0.00, 2.17, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00,0.00,0.00, 0.00,0.00,0.00, 0.00,0.00, 1.08, 0.00, 0.00,0.00, 0.00,0.000,0.173,0.000, 0.000,0.000, 0.000,   2.100,  18,   42,nonspam
0.00, 0.00,0.61, 0.00, 0.00,0.00,0.00, 0.00,0.00, 0.00,0.00,1.84,0.00, 0.00,0.00, 0.00,0.00,0.00, 0.00, 0.00, 0.00, 0.00,0.00, 0.00, 0.00, 0.61, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00,0.00,0.00, 0.00,0.00,0.00, 0.00,0.00, 0.00, 0.00, 0.00,0.61, 0.00,0.079,0.158,0.000, 0.000,0.000, 0.000,   2.508,  17,  143,nonspam
0.00, 0.00,0.00, 0.00, 0.00,0.00,0.00, 0.00,0.00, 0.00,0.00,0.64,0.00, 0.00,0.00, 0.00,0.00,1.29, 0.00, 0.00, 0.00, 0.00,0.00, 0.00, 4.51, 3.22, 3.22,1.29, 0.00,1.29, 1.29,0.00, 0.00,0.00, 1.29,1.29,0.00,0.00, 0.00,0.00,0.00, 0.00,0.00, 0.00, 0.64, 0.00,0.00, 0.00,0.000,0.324,0.194, 0.129,0.000, 0.194,   2.142,  10,  150,nonspam
0.00, 0.00,0.00, 0.00, 0.53,0.00,0.00, 0.00,0.00, 0.00,0.00,0.53,0.53, 0.00,0.00, 0.00,0.00,0.00, 0.53, 0.00, 1.06, 0.00,0.00, 0.00, 0.00, 0.00, 1.06,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00,0.00,0.00, 0.00,0.00,0.00, 0.00,0.00, 0.00, 0.53, 0.00,0.00, 0.00,0.000,0.188,0.000, 0.000,0.000, 0.000,   1.142,   3,   40,nonspam
0.00, 0.00,0.00, 0.00, 0.00,0.00,0.00, 0.00,0.00, 0.00,0.00,0.00,0.00, 0.00,0.00, 0.00,0.00,0.00, 0.00, 0.00, 0.00, 0.00,0.00, 0.00, 0.00, 0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00,0.00,0.00, 0.00,0.00,0.00, 0.00,0.00, 0.00, 0.00, 0.00,0.00, 0.00,0.000,0.869,0.000, 1.739,0.000, 0.000,   1.000,   1,    6,nonspam
0.00, 0.00,0.00, 0.00, 0.00,0.00,0.00, 0.00,0.00, 0.00,0.00,0.14,0.00, 0.00,0.00, 0.00,0.00,0.00, 0.00, 0.00, 0.14, 0.00,0.00, 0.00, 5.16, 0.00, 0.00,0.00, 0.14,0.44, 0.00,0.00, 0.14,0.00, 0.00,0.00,1.47,0.00, 0.59,0.00,0.00, 0.00,0.00, 0.00, 0.29, 0.00,0.00, 0.00,0.186,0.538,0.124, 0.000,0.000, 0.000,   4.454,  55,  931,nonspam
0.00, 0.00,0.00, 0.00, 0.00,0.00,0.00, 0.00,0.00, 0.00,0.00,0.00,0.00, 0.00,0.00, 0.00,0.00,0.00, 0.00, 0.00, 0.00, 0.00,0.00, 0.00, 1.92, 0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 3.84,0.00, 0.00,0.00,1.92,0.00, 3.84,0.00,0.00, 0.00,0.00, 0.00, 0.00, 0.00,0.00, 0.00,0.000,0.000,0.000, 0.178,0.000, 0.000,   1.666,   7,   50,nonspam
0.00, 0.00,0.00, 0.00, 0.00,0.00,0.00, 0.00,0.00, 0.00,0.00,3.33,0.00, 0.00,0.00, 0.00,0.00,0.00, 0.00, 0.00, 0.00, 0.00,0.00, 0.00, 0.00, 0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00,0.00,0.00, 0.00,0.00,0.00, 0.00,0.00, 0.00, 0.00, 0.00,0.00, 3.33,0.000,0.000,0.000, 0.636,0.000, 0.000,   2.000,  10,   18,nonspam
0.00, 0.00,0.00, 0.00, 0.00,0.00,0.00, 0.00,0.00, 0.00,0.00,2.85,0.00, 0.00,0.00, 0.00,0.00,0.00, 0.00, 0.00, 0.00, 0.00,0.00, 0.00, 0.00, 0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00,0.00,0.00, 0.00,0.00,0.00, 2.85,0.00, 0.00, 0.00, 0.00,0.00, 0.00,0.000,0.000,0.000, 0.444,0.000, 0.000,   2.333,  12,   28,nonspam
0.00, 0.00,0.00, 0.00, 0.00,0.00,0.00, 0.00,0.00, 0.00,0.00,1.35,0.00, 0.00,0.00, 0.00,0.00,0.00, 1.35, 0.00, 0.00, 0.00,0.00, 0.00, 0.00, 0.00, 1.35,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00,0.00,0.00, 0.00,0.00,0.00, 0.00,0.00, 0.00, 0.00, 0.00,0.00, 1.35,0.000,0.000,0.000, 0.000,0.000, 0.000,   1.533,   6,   23,nonspam
0.11, 0.00,0.23, 0.00, 0.23,0.11,0.00, 0.00,1.15, 0.00,0.00,0.34,0.00, 0.00,0.00, 0.11,0.00,0.00, 0.46, 0.00, 0.23, 0.00,0.00, 0.00, 0.57, 0.69, 0.11,0.00, 0.00,0.00, 0.00,0.00, 0.34,0.00, 0.00,0.34,0.23,0.00, 0.00,0.00,0.00, 0.00,0.00, 0.00, 0.00, 0.00,0.00, 0.00,0.048,0.194,0.032, 0.000,0.032, 0.000,   3.275,  33,  511,nonspam
0.17, 0.00,0.17, 0.00, 0.00,0.00,0.00, 0.00,0.80, 0.00,0.00,0.26,0.00, 0.00,0.08, 0.00,0.00,0.00, 0.35, 0.00, 0.17, 0.00,0.00, 0.00, 0.62, 0.71, 0.08,0.00, 0.00,0.00, 0.00,0.00, 0.26,0.00, 0.00,0.08,0.44,0.00, 0.00,0.00,0.00, 0.00,0.00, 0.00, 0.00, 0.00,0.00, 0.00,0.253,0.168,0.084, 0.000,0.024, 0.000,   4.665,  81, 1031,nonspam
0.07, 0.00,0.29, 0.00, 0.07,0.07,0.00, 0.00,0.74, 0.00,0.00,0.22,0.00, 0.07,0.00, 0.00,0.00,0.07, 0.29, 0.00, 0.22, 0.00,0.00, 0.00, 0.67, 0.74, 0.07,0.00, 0.00,0.00, 0.00,0.00, 1.63,0.00, 0.00,0.00,0.59,0.00, 0.00,0.00,0.00, 0.00,0.07, 0.00, 0.00, 0.00,0.00, 0.00,0.163,0.228,0.032, 0.000,0.021, 0.000,   3.030,  45,  706,nonspam
0.00, 0.00,0.00, 0.00, 0.00,0.00,0.00, 0.00,0.00, 0.00,0.00,0.00,0.00, 0.00,0.00, 0.00,0.00,2.00, 0.00, 0.00, 0.00, 0.00,0.00, 0.00, 4.00, 2.00, 2.00,4.00, 0.00,2.00, 0.00,0.00, 0.00,0.00, 2.00,0.00,0.00,0.00, 0.00,0.00,0.00, 0.00,0.00, 0.00, 2.00, 0.00,0.00, 0.00,0.000,0.000,0.000, 0.000,0.000, 0.000,   2.095,  11,   44,nonspam
0.00, 0.00,0.00, 0.00, 0.00,0.00,0.00, 0.00,0.75, 0.00,0.00,0.00,0.00, 0.00,0.00, 0.00,0.00,0.00, 1.51, 0.00, 0.00, 0.00,0.00, 0.00, 0.00, 0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00,0.00,0.00, 0.00,0.00,0.00, 0.00,0.00, 0.00, 0.75, 0.00,0.00, 0.00,0.000,0.255,0.000, 0.000,0.000, 0.000,   1.842,   6,   35,nonspam
0.83, 0.00,0.41, 0.00, 0.00,0.00,0.00, 0.00,0.00, 0.00,0.41,0.83,0.00, 0.00,0.00, 0.00,0.00,0.00, 2.91, 0.00, 1.66, 0.00,0.00, 0.00, 0.41, 0.41, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00,0.41,0.00, 0.00,0.00,0.00, 0.00,0.41, 0.00, 0.00, 0.00,0.00, 0.00,0.000,0.000,0.000, 0.283,0.000, 0.000,   2.022,  13,   91,nonspam
0.00, 0.00,0.06, 0.00, 0.00,0.00,0.00, 0.06,0.13, 0.13,0.13,1.67,0.26, 0.33,0.00, 0.13,0.13,0.00, 0.00, 0.06, 0.06, 0.00,0.00, 0.00, 2.54, 0.13, 0.00,0.00, 0.20,0.26, 0.13,0.00, 0.00,0.00, 0.06,0.20,0.13,0.06, 0.00,0.06,0.00, 0.00,0.00, 0.00, 0.00, 0.00,0.00, 0.00,0.028,0.131,0.000, 0.000,0.000, 0.000,   1.997,  20,  787,nonspam
0.00, 0.00,0.00, 0.00, 0.00,0.00,0.00, 0.00,0.00, 0.00,0.00,0.00,0.00, 0.00,0.00, 0.00,0.00,0.00, 2.32, 0.00, 0.00, 0.00,0.00, 0.00, 0.00, 0.00, 2.32,0.00, 0.00,0.00, 0.00,0.00, 4.65,0.00, 0.00,0.00,0.00,0.00, 0.00,0.00,0.00, 0.00,0.00, 0.00, 2.32, 0.00,0.00, 0.00,0.000,0.000,0.000, 0.000,0.000, 0.000,   1.000,   1,   11,nonspam
0.00, 0.00,0.38, 0.00, 0.38,0.38,0.00, 0.00,0.38, 0.00,0.00,1.55,0.00, 0.00,0.00, 0.00,0.00,0.00, 1.16, 0.00, 0.38, 0.00,0.00, 0.00, 0.77, 0.77, 0.38,0.00, 0.00,0.00, 0.00,0.00, 1.93,0.00, 0.00,0.00,0.00,0.00, 0.38,0.00,0.00, 0.00,0.00, 0.00, 1.16, 0.00,0.00, 0.00,0.000,0.061,0.000, 0.000,0.000, 0.000,   2.953,  34,  127,nonspam
0.00, 0.00,0.00, 0.00, 0.00,0.47,0.00, 0.00,0.00, 0.23,0.00,0.00,0.00, 0.00,0.00, 0.00,0.00,0.00, 2.60, 0.00, 0.00, 0.00,0.00, 0.00, 5.45, 0.00, 0.23,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00,0.71,0.00, 0.00,0.00,0.00, 0.00,0.94, 0.00, 1.18, 0.00,0.00, 0.00,0.119,0.158,0.119, 0.000,0.000, 0.000,   2.565,  19,  295,nonspam
0.00, 0.00,0.00, 0.00, 0.00,0.00,0.00, 0.00,0.00, 0.00,0.00,0.88,0.00, 0.00,0.00, 0.00,0.00,0.22, 0.00, 0.00, 0.00, 0.00,0.00, 0.00, 0.22, 0.22, 0.00,0.44, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.22,0.00,0.00,0.00, 0.00,0.00,0.00, 0.00,0.00, 0.22, 0.00, 0.00,0.00, 0.22,0.000,0.172,0.000, 0.000,0.000, 0.000,   1.729,  15,  128,nonspam
0.00, 0.00,0.00, 0.00, 0.00,0.57,0.00, 0.00,0.00, 0.28,0.00,0.00,0.00, 0.00,0.00, 0.00,0.00,0.00, 2.86, 0.00, 0.00, 0.00,0.00, 0.00, 4.58, 0.00, 0.28,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00,0.57,0.00, 0.00,0.00,0.00, 0.00,0.85, 0.00, 0.85, 0.00,0.00, 0.00,0.144,0.192,0.096, 0.000,0.000, 0.000,   2.306,  19,  203,nonspam
